Date,Open,High,Low,Close,Adj. Close,Change,Volume
1-Jul-25,206.67,210.19,206.14,207.82,207.38,1.29%,"78,788,867"
30-Jun-25,202.01,207.39,199.26,205.17,204.74,2.03%,"91,912,816"
27-Jun-25,201.89,203.22,200,201.08,200.66,0.04%,"73,188,571"
26-Jun-25,201.43,202.64,199.46,201,200.58,-0.28%,"50,799,121"
25-Jun-25,201.45,203.67,200.62,201.56,201.14,0.63%,"39,525,730"
24-Jun-25,202.59,203.44,200.2,200.3,199.88,-0.60%,"54,064,033"
23-Jun-25,201.63,202.3,198.96,201.5,201.08,0.25%,"55,814,272"
20-Jun-25,198.24,201.7,196.86,201,200.58,2.25%,"96,813,542"
18-Jun-25,195.94,197.57,195.07,196.58,196.17,0.48%,"45,394,689"
17-Jun-25,197.2,198.39,195.21,195.64,195.23,-1.40%,"38,856,152"
16-Jun-25,197.3,198.69,196.56,198.42,198,1.00%,"43,020,691"
13-Jun-25,199.73,200.37,195.7,196.45,196.04,-1.38%,"51,447,349"
12-Jun-25,199.08,199.68,197.36,199.2,198.78,0.21%,"43,904,635"
11-Jun-25,203.5,204.5,198.41,198.78,198.36,-1.92%,"60,989,857"
10-Jun-25,200.6,204.35,200.57,202.67,202.24,0.61%,"54,672,608"
9-Jun-25,204.39,206,200.02,201.45,201.03,-1.21%,"72,862,557"
6-Jun-25,203,205.7,202.05,203.92,203.49,1.64%,"46,607,693"
5-Jun-25,203.5,204.75,200.15,200.63,200.21,-1.08%,"55,221,235"
4-Jun-25,202.91,206.24,202.1,202.82,202.39,-0.22%,"43,603,985"
3-Jun-25,201.35,203.77,200.96,203.27,202.84,0.78%,"46,381,567"
2-Jun-25,200.28,202.13,200.12,201.7,201.28,0.42%,"35,423,294"
30-May-25,199.37,201.96,196.78,200.85,200.43,0.45%,"70,819,942"
29-May-25,203.58,203.81,198.51,199.95,199.53,-0.23%,"51,477,938"
28-May-25,200.59,202.73,199.9,200.42,200,0.10%,"45,339,678"
27-May-25,198.3,200.74,197.43,200.21,199.79,2.53%,"56,288,475"
23-May-25,193.67,197.7,193.46,195.27,194.86,-3.02%,"78,432,918"
22-May-25,200.71,202.75,199.7,201.36,200.94,-0.36%,"46,742,407"
21-May-25,205.17,207.04,200.71,202.09,201.67,-2.31%,"59,211,774"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
